GroupYSID,Quota,Signed
2001-2-0008-4036,75,85
2001-2-0008-4037,46,47
2001-2-0008-4038,11,11
2001-2-0008-4039,39,42
2001-2-0008-4040,57,58
2001-2-0008-4041,17,17
2001-2-0008-4042,64,67
2001-2-0008-4043,44,44
2001-2-0008-4044,38,40
2001-2-0008-4045,36,36
2001-2-0008-4046,13,16
2001-2-0008-4207,5,5
2001-2-0009-4094,33,34
2001-2-0009-4095,9,10
2001-2-0009-4096,76,79
2001-2-0009-4098,18,22
2001-2-0009-4099,18,20
2001-2-0010-4104,7,7
2001-2-0010-4103,18,20
2001-2-0010-4105,6,7
2001-2-0011-4131,3,5
2001-2-0011-4132,6,6
2001-2-0011-4163,9,9
2001-2-0012-4133,5,7
2001-2-0012-4193,3,5
2001-2-0016-2080,1,1
2001-2-0017-1010,11,11
2001-2-0017-1011,14,14
2001-2-0017-1012,7,7
2001-2-0018-1067,45,45
2001-2-0026-4130,5,6
2001-2-0036-1059,52,56
2001-2-0036-1060,19,20
2001-2-0036-1061,26,26
2001-2-0036-1062,18,18
2001-2-0038-2034,6,6
2001-2-0040-2014,14,14
2001-2-0040-2015,4,4
2001-2-0043-2002,4,4
2001-2-0044-2009,2,2
2001-2-0044-2082,12,12
2001-2-0045-2103,2,2
2001-2-0045-2095,1,1
2001-2-0045-2101,2,3
2001-2-0046-2096,4,4
2001-2-0046-2100,8,8
2001-2-0046-2102,7,7
2001-2-0046-2104,3,3
2001-2-0046-2106,4,4
2001-2-0046-2108,2,2
2001-2-0051-2031,7,7
2001-2-0051-2032,4,4
2001-2-0056-2035,3,3
2001-2-0059-7034,6,6
2001-2-0062-7038,22,22
2001-2-0063-7036,6,6
2001-2-0065-5159,25,25
2001-2-0065-5324,11,12
2001-2-0066-5160,24,24
2001-2-0069-5163,124,128
2001-2-0076-4201,10,11
2001-2-0077-1121,25,27
2001-2-0078-1066,15,18
2001-2-0080-1020,21,21
2001-2-0080-1022,9,9
2001-2-0080-1023,10,11
2001-2-0081-1032,17,17
2001-2-0081-1033,78,78
2001-2-0081-1034,1,1
2001-2-0082-1043,36,36
2001-2-0082-1044,86,86
2001-2-0082-1047,11,11
2001-2-0086-3076,2,2
2001-2-0091-4000,45,50
2001-2-0091-4002,8,9
2001-2-0091-4003,61,71
2001-2-0091-4001,50,51
2001-2-0091-4004,25,27
2001-2-0091-4182,30,31
2001-2-0092-4028,18,20
2001-2-0092-4022,81,83
2001-2-0092-4023,48,50
2001-2-0092-4024,29,33
2001-2-0092-4025,52,54
2001-2-0092-4026,52,54
2001-2-0092-4029,60,68
2001-2-0092-4030,14,14
2001-2-0092-4027,46,55
2001-2-0092-4031,31,32
2001-2-0092-4032,83,95
2001-2-0092-4033,12,14
2001-2-0092-4034,25,24
2001-2-0093-4058,38,41
2001-2-0093-4059,107,114
2001-2-0093-4060,21,22
2001-2-0093-4061,16,16
2001-2-0093-4062,25,25
2001-2-0093-4063,20,21
2001-2-0094-4073,37,39
2001-2-0094-4069,35,43
2001-2-0094-4070,47,52
2001-2-0094-4071,15,15
2001-2-0094-4072,55,65
2001-2-0094-4068,176,180
2001-2-0094-4074,11,11
2001-2-0094-4075,53,58
2001-2-0094-4076,13,13
2001-2-0099-5455,16,16
2001-2-0099-5456,16,16
2001-2-0111-2037,6,7
2001-2-0114-1068,51,51
2001-2-0114-1069,6,6
2001-2-0118-4106,32,35
2001-2-0118-4107,40,40
2001-2-0118-4108,31,31
2001-2-0118-4109,9,9
2001-2-0119-4110,10,11
2001-2-0119-4111,24,24
2001-2-0120-1048,37,37
2001-2-0120-1049,10,10
2001-2-0120-1050,38,38
2001-2-0120-1051,43,44
2001-2-0125-1070,7,7
2001-2-0162-4081,78,82
2001-2-0162-4082,9,9
2001-2-0162-4083,17,19
2001-2-0162-4084,20,21
2001-2-0162-4085,30,31
2001-2-0162-4086,31,32
2001-2-0162-4087,52,61
2001-2-0162-4215,25,27
2001-2-0162-4089,7,8
2001-2-0162-4090,30,34
2001-2-0162-4088,22,23
2001-2-0163-4153,2,2
2001-2-0165-4136,14,16
2001-2-0168-3051,23,24
2001-2-0168-3052,8,8
2001-2-0168-3053,21,21
2001-2-0169-2005,2,2
2001-2-0170-3046,43,44
2001-2-0170-3047,25,26
2001-2-0177-3077,2,2
2001-2-0180-2085,1,1
2001-2-0200-2006,2,2
2001-2-0200-2007,2,2
2001-2-0201-3004,29,35
2001-2-0201-3006,22,22
2001-2-0201-3007,7,7
2001-2-0201-3005,17,16
2001-2-0201-3010,5,6
2001-2-0201-3008,20,20
2001-2-0201-3009,10,10
2001-2-0201-3069,19,21
2001-2-0201-3011,11,11
2001-2-0201-3012,11,11
2001-2-0202-3013,21,21
2001-2-0202-3014,10,11
2001-2-0202-3015,17,18
2001-2-0202-3016,9,9
2001-2-0202-3017,12,12
2001-2-0203-3018,16,18
2001-2-0203-3019,21,21
2001-2-0203-3020,16,16
2001-2-0203-3021,11,11
2001-2-0204-3071,23,25
2001-2-0204-3030,24,25
2001-2-0204-3032,17,19
2001-2-0204-3033,15,17
2001-2-0204-3034,6,7
2001-2-0205-3001,16,15
2001-2-0205-3132,2,2
2001-2-0205-3002,25,27
2001-2-0205-3000,4,3
2001-2-0205-3003,8,9
2001-2-0206-3022,20,20
2001-2-0206-3023,42,44
2001-2-0206-3070,0,0
2001-2-0206-3024,17,17
2001-2-0206-3025,6,6
2001-2-0207-3035,12,13
2001-2-0207-3036,22,22
2001-2-0207-3037,14,15
2001-2-0208-3062,18,18
2001-2-0208-3063,13,13
2001-2-0209-3038,22,24
2001-2-0209-3039,10,10
2001-2-0209-3040,51,55
2001-2-0209-3041,6,6
2001-2-0210-3042,13,13
2001-2-0210-3043,23,24
2001-2-0210-3044,11,11
2001-2-0210-3045,13,14
2001-2-0211-3048,23,24
2001-2-0211-3049,14,14
2001-2-0211-3050,18,18
2001-2-0212-3055,9,9
2001-2-0212-3056,28,28
2001-2-0212-3057,8,8
2001-2-0216-2021,6,6
2001-2-0216-2023,10,11
2001-2-0217-4122,18,19
2001-2-0217-4123,27,28
2001-2-0217-4172,23,24
2001-2-0221-2038,3,3
2001-2-0224-7001,55,59
2001-2-0224-7018,19,21
2001-2-0240-2017,4,4
2001-2-0243-4137,3,4
2001-2-0244-4014,47,54
2001-2-0244-4015,20,19
2001-2-0244-4016,24,28
2001-2-0244-4017,21,23
2001-2-0244-4018,20,19
2001-2-0244-4019,9,11
2001-2-0244-4161,16,17
2001-2-0245-4047,31,31
2001-2-0245-4048,57,61
2001-2-0245-4049,54,58
2001-2-0245-4050,49,50
2001-2-0245-4051,61,69
2001-2-0245-4052,50,52
2001-2-0245-4053,33,37
2001-2-0245-4054,45,48
2001-2-0245-4055,45,46
2001-2-0245-4056,12,12
2001-2-0245-4057,23,23
2001-2-0245-4162,8,9
2001-2-0245-4166,14,15
2001-2-0246-4124,9,9
2001-2-0249-4020,21,25
2001-2-0249-4021,8,8
2001-2-0250-4184,9,9
2001-2-0250-4112,11,12
2001-2-0251-4114,36,37
2001-2-0252-4155,5,5
2001-2-0282-3091,16,16
2001-2-0286-4188,22,22
2001-2-0287-4160,9,8
2001-2-0323-1028,43,43
2001-2-0323-1029,13,13
2001-2-0323-1030,14,14
2001-2-0323-1031,4,4
2001-2-0323-1114,13,15
2001-2-0328-1013,6,6
2001-2-0328-1014,6,6
2001-2-0328-1102,1,1
2001-2-0329-1002,1,1
2001-2-0333-1056,16,16
2001-2-0333-1057,80,80
2001-2-0333-1058,16,16
2001-2-0333-1115,21,21
2001-2-0339-7002,22,22
2001-2-0355-3099,4,4
2001-2-0362-1075,42,43
2001-2-0362-1117,26,26
2001-2-0398-1024,41,41
2001-2-0398-1025,10,10
2001-2-0398-1026,21,22
2001-2-0398-1027,27,28
2001-2-0398-1113,8,8
2001-2-0399-1052,4,4
2001-2-0399-1053,24,25
2001-2-0399-1054,53,56
2001-2-0399-1055,9,10
2001-2-0399-1104,33,34
2001-2-0399-1105,9,9
2001-2-0402-2027,6,7
2001-2-0402-2028,10,10
2001-2-0406-4209,11,11
2001-2-0407-1035,14,14
2001-2-0407-1036,29,30
2001-2-0407-1037,22,22
2001-2-0407-1038,24,26
2001-2-0407-1103,11,11
2001-2-0408-1073,74,76
2001-2-0408-1074,10,10
2001-2-0409-1072,5,5
2001-2-0414-7003,38,39
2001-2-0414-7026,10,12
2001-2-0415-7004,16,19
2001-2-0415-7027,22,22
2001-2-0416-7000,14,16
2001-2-0422-4115,13,13
2001-2-0422-4186,19,20
2001-2-0440-3058,13,14
2001-2-0440-3059,14,15
2001-2-0440-3060,12,12
2001-2-0440-3061,16,16
2001-2-0441-3065,9,9
2001-2-0441-3066,9,10
2001-2-0441-3067,11,11
2001-2-0441-3068,11,11
2001-2-0444-1076,6,6
2001-2-0444-1077,18,18
2001-2-0445-4117,15,15
2001-2-0446-4140,15,17
2001-2-0446-4196,6,6
2001-2-0447-4141,5,5
2001-2-0453-4139,1,1
2001-2-0482-1000,5,5
2001-2-0483-1003,0,0
2001-2-0483-1004,18,18
2001-2-0483-1005,4,4
2001-2-0502-3072,7,7
2001-2-0504-3130,2,2
2001-2-0505-3074,46,49
2001-2-0507-3101,3,3
2001-2-0507-3102,8,8
2001-2-0511-3114,11,11
2001-2-0511-3115,7,7
2001-2-0511-3128,14,14
2001-2-0514-3075,5,6
2001-2-0515-3085,9,9
2001-2-0516-3116,16,16
2001-2-0520-3119,3,3
2001-2-0522-3103,7,7
2001-2-0524-3105,8,8
2001-2-0526-3123,7,7
2001-2-0527-3129,5,5
2001-2-0527-3124,7,7
2001-2-0529-3087,24,24
2001-2-0529-3088,7,7
2001-2-0529-3089,22,22
2001-2-0531-3125,4,4
2001-2-0533-3117,5,5
2001-2-0536-3080,4,4
2001-2-0539-3095,5,5
2001-2-0542-3120,8,8
2001-2-0548-3107,5,5
2001-2-0549-3081,4,4
2001-2-0550-3096,3,3
2001-2-0551-3082,3,3
2001-2-0552-3079,2,2
2001-2-0554-3100,13,13
2001-2-0555-3121,3,3
2001-2-0559-3111,6,6
2001-2-0559-3112,12,12
2001-2-0565-1063,33,33
2001-2-0565-1064,47,47
2001-2-0565-1065,27,27
2001-2-0566-1080,6,6
2001-2-0567-3113,23,26
2001-2-0569-3086,13,13
2001-2-0570-3097,17,17
2001-2-0571-3083,6,6
2001-2-0571-3084,12,12
2001-2-0574-7005,2,2
2001-2-0575-7008,24,24
2001-2-0576-7006,33,33
2001-2-0579-2043,3,3
2001-2-0600-2024,7,7
2001-2-0601-1081,7,7
2001-2-0604-2086,4,4
2001-2-0605-7028,9,10
2001-2-0606-7029,9,9
2001-2-0607-7009,35,35
2001-2-0608-7007,21,22
2001-2-0621-1085,7,7
2001-2-0625-1015,10,11
2001-2-0625-1016,10,11
2001-2-0625-6016,17,17
2001-2-0625-6017,23,23
2001-2-0625-1017,16,17
2001-2-0625-6018,37,37
2001-2-0625-1018,24,25
2001-2-0625-6019,36,37
2001-2-0625-1111,12,13
2001-2-0625-6021,16,20
2001-2-0626-1039,31,36
2001-2-0626-6032,4,4
2001-2-0626-1040,50,51
2001-2-0626-1041,16,18
2001-2-0626-6033,23,24
2001-2-0626-6034,18,19
2001-2-0626-1129,16,16
2001-2-0626-6051,10,10
2001-2-0626-1116,26,26
2001-2-0626-6036,14,18
2001-2-0630-1122,11,14
2001-2-0630-1082,10,11
2001-2-0630-1083,11,11
2001-2-0631-1127,6,6
2001-2-0631-1110,5,5
2001-2-0681-3104,3,3
2001-2-0683-2057,5,5
2001-2-0688-2091,4,4
2001-2-0688-2092,3,3
2001-2-0689-2049,5,5
2001-2-0690-2058,1,1
2001-2-0691-2093,1,1
2001-2-0691-2052,2,2
2001-2-0706-4210,3,3
2001-2-0707-1086,27,27
2001-2-0709-4144,14,15
2001-2-0709-4218,13,14
2001-2-0710-1128,10,11
2001-2-0712-4180,5,5
2001-2-0713-7010,37,37
2001-2-0714-7011,37,39
2001-2-0720-1006,7,7
2001-2-0720-1007,7,7
2001-2-0735-1091,66,68
2001-2-0735-1092,14,14
2001-2-0735-1093,13,13
2001-2-0736-1094,43,46
2001-2-0736-1096,8,8
2001-2-0742-4142,3,4
2001-2-0743-4175,9,10
2001-2-0743-4197,3,4
2001-2-0744-4205,8,8
2001-2-0745-4168,9,11
2001-2-0748-1118,6,6
2001-2-0748-1087,4,4
2001-2-0750-4213,7,9
2001-2-0754-4156,31,31
2001-2-0759-4147,11,11
2001-2-0759-4158,9,9
2001-2-0760-4191,10,11
2001-2-0764-4118,14,15
2001-2-0764-4119,5,5
2001-2-0765-4128,12,13
2001-2-0765-4189,25,27
2001-2-0766-4157,8,8
2001-2-0767-4149,7,8
2001-2-0768-3127,3,3
2001-2-0777-4187,11,12
2001-2-0779-4148,7,8
2001-2-0801-7012,9,10
2001-2-0805-7013,5,5
2001-2-0806-7031,19,19
2001-2-0808-7032,6,6
2001-2-0811-7022,8,9
2001-2-0815-7021,16,18
2001-2-0816-7030,31,32
2001-2-0817-7037,12,12
2001-2-0822-7016,26,26
2001-2-0825-7024,4,4
2001-2-0826-7033,12,12
2001-2-0840-4100,33,39
2001-2-0840-4208,35,37
2001-2-0840-4101,15,15
2001-2-0840-4102,5,5
2001-2-0840-4183,32,32
2001-2-0841-4200,3,3
2001-2-0891-1078,3,3
2001-2-0891-1079,41,41
2001-2-0929-4146,23,22
2001-2-0937-4206,21,22
2001-2-0937-4150,4,5
2001-2-0946-1100,42,45
2001-2-0946-1108,10,10
2001-2-0952-3026,17,18
2001-2-0952-3027,21,21
2001-2-0952-3028,14,14
2001-2-0952-3029,11,11
2001-2-0963-2013,8,8
2001-2-0975-4143,1,1
2001-2-0977-4179,6,7
2001-2-0977-4203,5,6
2001-2-0982-4177,21,21
2001-2-0983-1090,7,7
2001-2-0985-1099,23,24
2001-2-0986-2061,3,3
2001-2-0986-2046,1,1
2001-2-0987-1109,29,29
2001-2-0988-4198,6,6
2001-2-0991-1089,10,11
2001-2-1000-5140,12,12
2001-2-1000-5320,8,8
2001-2-1001-5165,11,11
2001-2-1001-5321,10,10
2001-2-1002-5141,23,24
2001-2-1003-5142,15,15
2001-2-1004-5143,28,28
2001-2-1004-5323,7,7
2001-2-1005-5144,6,6
2001-2-1006-5168,16,16
2001-2-1007-5167,22,21
2001-2-1016-5146,23,24
2001-2-1018-5147,4,4
2001-2-1018-5170,20,20
2001-2-1023-5150,20,20
2001-2-1024-5151,8,8
2001-2-1025-5152,18,18
2001-2-1026-5153,12,12
2001-2-1026-5175,22,22
2001-2-1029-5154,10,10
2001-2-1031-5155,18,19
2001-2-1031-5319,13,15
2001-2-1034-5437,4,4
2001-2-1037-5156,29,30
2001-2-1037-5438,5,6
2001-2-1039-5449,18,18
2001-2-1041-5325,8,9
2001-2-1042-5330,20,22
2001-2-1043-5157,19,20
2001-2-1045-5329,19,20
2001-2-1045-5158,8,8
2001-2-1046-1101,19,20
2001-2-1090-5439,16,16
2001-2-1092-5327,19,19
2001-2-1092-5328,14,15
2001-2-1093-5322,35,35
2001-2-1100-5000,16,16
2001-2-1100-5001,9,9
2001-2-1100-5286,0,0
2001-2-1101-5002,9,9
2001-2-1101-5287,6,6
2001-2-1102-5259,21,22
2001-2-1102-5260,8,8
2001-2-1102-5285,2,2
2001-2-1103-5004,19,19
2001-2-1103-5164,21,21
2001-2-1104-5006,25,25
2001-2-1104-5007,6,7
2001-2-1104-5289,11,10
2001-2-1108-6000,34,35
2001-2-1108-6001,13,13
2001-2-1109-6002,16,16
2001-2-1200-5009,24,22
2001-2-1200-5008,33,34
2001-2-1200-5010,21,21
2001-2-1200-5012,34,34
2001-2-1200-5011,30,30
2001-2-1200-5290,30,29
2001-2-1200-5013,29,30
2001-2-1200-5014,39,41
2001-2-1200-5015,20,20
2001-2-1200-5017,18,17
2001-2-1200-5016,10,10
2001-2-1201-5020,32,32
2001-2-1201-5018,32,32
2001-2-1201-5019,34,33
2001-2-1201-5291,31,31
2001-2-1201-5021,29,29
2001-2-1201-5022,24,24
2001-2-1201-5025,22,24
2001-2-1201-5023,27,26
2001-2-1201-5024,23,23
2001-2-1201-5026,19,18
2001-2-1201-5027,19,19
2001-2-1202-5034,48,48
2001-2-1202-5033,28,27
2001-2-1202-5031,49,52
2001-2-1202-5028,24,24
2001-2-1202-5030,32,34
2001-2-1202-5029,43,40
2001-2-1202-5277,40,41
2001-2-1202-5171,7,6
2001-2-1202-5036,7,7
2001-2-1202-5037,16,16
2001-2-1202-5035,8,7
2001-2-1203-5038,26,26
2001-2-1203-5040,25,26
2001-2-1203-5039,37,38
2001-2-1203-5042,25,23
2001-2-1203-5043,27,27
2001-2-1203-5041,39,39
2001-2-1203-5046,37,38
2001-2-1203-5044,34,31
2001-2-1203-5045,28,29
2001-2-1203-5047,29,28
2001-2-1204-5049,30,29
2001-2-1204-5050,30,31
2001-2-1204-5051,27,24
2001-2-1204-5052,31,32
2001-2-1204-5054,26,26
2001-2-1204-5053,28,29
2001-2-1204-5059,31,31
2001-2-1204-5055,18,18
2001-2-1204-5056,31,31
2001-2-1204-5058,18,18
2001-2-1204-5057,18,18
2001-2-1208-6004,35,35
2001-2-1208-6005,67,67
2001-2-1208-6006,70,70
2001-2-1208-6008,31,30
2001-2-1208-6009,21,21
2001-2-1209-6012,40,40
2001-2-1209-6013,30,30
2001-2-1209-6010,35,35
2001-2-1209-6011,48,49
2001-2-1209-6049,22,22
2001-2-1209-6015,9,9
2001-2-1209-6014,30,29
2001-2-1300-5060,28,28
2001-2-1300-5061,35,35
2001-2-1300-5062,28,29
2001-2-1301-5065,21,21
2001-2-1301-5066,32,33
2001-2-1301-5067,28,28
2001-2-1302-5071,21,21
2001-2-1302-5074,21,21
2001-2-1302-5075,35,35
2001-2-1303-5077,26,26
2001-2-1303-5078,27,27
2001-2-1303-5079,24,25
2001-2-1304-5082,13,14
2001-2-1304-5083,36,36
2001-2-1308-6027,25,25
2001-2-1308-6026,40,40
2001-2-1308-6030,17,18
2001-2-1309-6022,35,35
2001-2-1309-6025,13,13
2001-2-1400-5086,30,30
2001-2-1400-5087,30,30
2001-2-1400-5085,14,14
2001-2-1400-5088,30,32
2001-2-1400-5089,35,35
2001-2-1400-5292,32,32
2001-2-1400-5293,23,23
2001-2-1400-5294,24,24
2001-2-1400-5295,16,17
2001-2-1401-5090,26,26
2001-2-1401-5091,19,19
2001-2-1401-5092,30,30
2001-2-1401-5093,28,28
2001-2-1401-5094,27,27
2001-2-1401-5296,14,14
2001-2-1401-5095,27,27
2001-2-1401-5297,26,27
2001-2-1401-5298,8,8
2001-2-1402-5097,31,31
2001-2-1402-5096,15,15
2001-2-1402-5250,31,31
2001-2-1402-5099,33,33
2001-2-1402-5098,28,28
2001-2-1402-5299,31,31
2001-2-1402-5278,17,17
2001-2-1402-5300,25,25
2001-2-1402-5301,22,22
2001-2-1403-5100,30,30
2001-2-1403-5101,29,29
2001-2-1403-5102,24,24
2001-2-1403-5280,29,29
2001-2-1403-5281,20,20
2001-2-1403-5282,29,29
2001-2-1403-5302,18,18
2001-2-1403-5303,10,10
2001-2-1404-5103,26,26
2001-2-1404-5104,28,28
2001-2-1404-5105,18,18
2001-2-1404-5106,30,30
2001-2-1404-5283,5,5
2001-2-1404-5284,33,33
2001-2-1404-5305,27,27
2001-2-1404-5306,15,15
2001-2-1404-5307,14,14
2001-2-1405-5107,30,30
2001-2-1405-5108,20,20
2001-2-1405-5309,18,18
2001-2-1405-5109,25,26
2001-2-1405-5110,18,18
2001-2-1405-5111,20,20
2001-2-1405-5310,29,29
2001-2-1405-5112,17,16
2001-2-1405-5308,17,17
2001-2-1408-6037,35,35
2001-2-1408-6038,18,18
2001-2-1408-6040,7,7
2001-2-1408-6041,30,31
2001-2-1409-6042,23,23
2001-2-1409-6043,31,31
2001-2-1409-6044,53,53
2001-2-1409-6045,17,17
2001-2-1409-6046,17,17
2001-2-1500-5114,15,15
2001-2-1500-5113,28,29
2001-2-1500-5115,26,26
2001-2-1500-5116,19,19
2001-2-1501-5118,32,32
2001-2-1501-5119,21,21
2001-2-1501-5120,12,12
2001-2-1501-5121,14,14
2001-2-1502-5123,30,30
2001-2-1502-5124,23,24
2001-2-1502-5125,14,14
2001-2-1502-5126,23,23
2001-2-1503-5331,16,16
2001-2-1503-5337,11,11
2001-2-1503-5339,16,16
2001-2-1503-5343,6,6
2001-2-1503-5346,4,4
2001-2-1503-5350,3,3
2001-2-1503-5364,9,9
2001-2-1503-5371,9,9
2001-2-1503-5382,7,7
2001-2-1503-5387,4,4
2001-2-1503-5390,5,5
2001-2-1503-5432,7,7
2001-2-1503-5433,11,13
2001-2-1503-5434,3,3
2001-2-1503-5436,5,6
2001-2-1503-5440,1,1
2001-2-1503-5441,1,1
2001-2-1503-5447,3,3
2001-2-1600-5128,28,28
2001-2-1600-5130,29,30
2001-2-1600-5129,17,17
2001-2-1600-5131,33,34
2001-2-1600-5311,13,14
2001-2-1600-5313,9,9
2001-2-1600-5312,15,15
2001-2-1601-5132,29,30
2001-2-1601-5133,33,33
2001-2-1601-5134,8,8
2001-2-1601-5135,23,23
2001-2-1601-5166,12,12
2001-2-1601-5315,14,14
2001-2-1601-5314,9,11
2001-2-1602-5137,28,28
2001-2-1602-5136,27,27
2001-2-1602-5138,20,20
2001-2-1602-5139,21,22
2001-2-1602-5316,30,31
2001-2-1602-5317,13,13
2001-2-1602-5318,12,12
2001-2-1603-5353,0,4
2001-2-1603-5357,8,8
2001-2-1603-5362,3,3
2001-2-1603-5368,3,3
2001-2-1603-5370,3,3
2001-2-1603-5374,4,4
2001-2-1603-5378,7,7
2001-2-1603-5384,5,6
2001-2-1603-5388,0,0
2001-2-1603-5391,4,4
2001-2-1603-5399,4,4
2001-2-1603-5401,5,5
2001-2-1603-5418,4,4
2001-2-1603-5419,13,13
2001-2-1603-5420,10,10
2001-2-1603-5421,6,6
2001-2-1603-5422,8,8
2001-2-1603-5423,3,3
2001-2-1603-5424,5,5
2001-2-1603-5427,15,16
2001-2-1603-5429,2,2
2001-2-1603-5431,1,1
2001-2-1603-5442,4,4
2001-2-1603-5444,3,3
2001-2-1603-5454,2,2
2001-2-1700-5332,11,11
2001-2-1700-5338,7,7
2001-2-1700-5344,4,4
2001-2-1700-5351,3,3
2001-2-1700-5354,2,2
2001-2-1700-5355,1,1
2001-2-1700-5366,2,2
2001-2-1700-5389,4,4
2001-2-1700-5392,1,1
2001-2-1700-5397,4,4
2001-2-1700-5404,0,0
2001-2-1700-5406,1,1
2001-2-1700-5407,7,7
2001-2-1700-5408,6,6
2001-2-1700-5410,2,2
2001-2-1700-5412,3,3
2001-2-1700-5414,8,9
2001-2-1700-5417,1,1
2001-2-1700-5428,1,1
2001-2-1700-5430,1,1
2001-2-1700-5445,2,2
2001-2-1800-5334,3,3
2001-2-1800-5342,6,6
2001-2-1800-5347,9,9
2001-2-1800-5349,3,3
2001-2-1800-5356,2,2
2001-2-1800-5359,1,1
2001-2-1800-5361,1,1
2001-2-1800-5363,2,2
2001-2-1800-5369,1,1
2001-2-1800-5377,1,1
2001-2-1800-5379,3,3
2001-2-1800-5381,3,4
2001-2-1800-5383,5,5
2001-2-1800-5385,12,13
2001-2-1800-5386,2,2
2001-2-1800-5395,2,2
2001-2-1800-5396,6,7
2001-2-1800-5398,1,1
2001-2-1800-5400,3,3
2001-2-1800-5405,6,6
2001-2-1800-5409,1,1
2001-2-1800-5411,4,4
2001-2-1800-5413,2,2
2001-2-1800-5415,3,3
2001-2-1800-5443,3,3
2001-2-1800-5446,5,5
2001-2-1800-5452,1,1
2002-1-0001-4114,22,26
2002-1-0001-4113,23,25
2002-1-0001-4115,22,26
2002-1-0001-4116,14,15
2002-1-0001-4117,12,16
2002-1-0002-4144,8,9
2002-1-0003-4156,5,5
2002-1-0004-4193,6,6
2002-1-0005-4079,47,51
2002-1-0005-4078,52,58
2002-1-0005-4080,80,84
2002-1-0005-4192,41,42
2002-1-0005-4082,46,48
2002-1-0005-4083,35,36
2002-1-0005-4084,73,78
2002-1-0005-4085,35,38
2002-1-0005-4087,29,34
2002-1-0005-4086,25,26
2002-1-0005-4088,21,25
2002-1-0006-4098,45,49
2002-1-0006-4099,36,42
2002-1-0006-4100,8,9
2002-1-0007-4000,54,53
2002-1-0007-4001,48,47
2002-1-0007-4002,45,44
2002-1-0007-4003,41,40
2002-1-0007-4004,37,38
2002-1-0007-4005,54,56
2002-1-0007-4006,39,40
2002-1-0007-4007,39,38
2002-1-0007-4008,52,51
2002-1-0007-4009,33,35
2002-1-0007-4010,50,52
2002-1-0007-4011,46,48
2002-1-0007-4012,37,37
2002-1-0007-4013,32,31
2002-1-0007-4014,42,42
2002-1-0008-4056,25,28
2002-1-0008-4057,72,78
2002-1-0008-4058,54,55
2002-1-0008-4059,41,43
2002-1-0008-4060,26,26
2002-1-0008-4061,5,5
2002-1-0008-4062,16,18
2002-1-0008-4063,12,13
2002-1-0009-4120,21,23
2002-1-0009-4118,49,58
2002-1-0009-4119,74,76
2002-1-0009-4121,15,17
2002-1-0009-4122,32,35
2002-1-0009-4123,5,5
2002-1-0009-4125,21,23
2002-1-0009-4124,18,20
2002-1-0010-4131,7,9
2002-1-0010-4132,32,38
2002-1-0010-4133,15,18
2002-1-0011-4159,10,11
2002-1-0012-4161,9,9
2002-1-0016-2001,0,0
2002-1-0016-2000,0,0
2002-1-0017-1008,12,12
2002-1-0018-1070,39,39
2002-1-0026-4186,6,6
2002-1-0036-1056,54,55
2002-1-0036-1057,37,40
2002-1-0036-1058,13,13
2002-1-0036-1059,22,22
2002-1-0060-7038,9,9
2002-1-0060-7040,6,6
2002-1-0061-7045,3,3
2002-1-0063-7046,6,6
2002-1-0063-7027,42,42
2002-1-0065-5206,35,35
2002-1-0066-5220,26,26
2002-1-0067-5197,14,14
2002-1-0069-5357,11,12
2002-1-0069-5205,30,30
2002-1-0070-5211,14,14
2002-1-0076-4207,2,2
2002-1-0078-1069,28,29
2002-1-0080-1021,18,19
2002-1-0081-1029,39,40
2002-1-0081-1030,5,5
2002-1-0081-1031,18,17
2002-1-0081-1032,4,4
2002-1-0082-1043,13,13
2002-1-0082-1044,146,148
2002-1-0082-1045,5,5
2002-1-0083-4188,19,22
2002-1-0086-3129,0,0
2002-1-0086-3077,7,8
2002-1-0091-4020,60,60
2002-1-0091-4015,71,69
2002-1-0091-4016,49,51
2002-1-0091-4017,53,51
2002-1-0091-4018,52,49
2002-1-0091-4019,65,64
2002-1-0091-4023,61,62
2002-1-0091-4024,62,64
2002-1-0091-4025,42,44
2002-1-0091-4021,59,58
2002-1-0091-4022,57,57
2002-1-0091-4026,38,38
2002-1-0091-4027,39,41
2002-1-0091-4028,40,38
2002-1-0091-4029,47,46
2002-1-0091-4030,34,32
2002-1-0091-4031,38,37
2002-1-0092-4064,41,44
2002-1-0092-4065,57,59
2002-1-0092-4066,44,46
2002-1-0092-4067,17,19
2002-1-0092-4068,13,15
2002-1-0092-4069,33,35
2002-1-0092-4070,11,10
2002-1-0093-4094,62,67
2002-1-0093-4089,40,41
2002-1-0093-4090,85,90
2002-1-0093-4091,69,71
2002-1-0093-4092,27,27
2002-1-0093-4093,77,85
2002-1-0093-4097,12,12
2002-1-0093-4095,87,100
2002-1-0093-4096,17,17
2002-1-0094-4101,16,18
2002-1-0094-4102,114,120
2002-1-0094-4103,39,43
2002-1-0094-4104,16,17
2002-1-0094-4199,24,25
2002-1-0099-5222,33,35
2002-1-0100-8000,60,60
2002-1-0100-8001,55,54
2002-1-0100-8002,53,52
2002-1-0100-8003,30,28
2002-1-0100-8004,39,38
2002-1-0102-8027,22,21
2002-1-0102-8005,19,18
2002-1-0102-8006,19,17
2002-1-0102-8011,27,29
2002-1-0102-8007,19,18
2002-1-0102-8008,28,27
